customer_id,delivered_week,product,campaign,channel,revenue
310,2015-W42,classic-box,ServusA_20_KAEAT,gift-card-flyer-campaigns,49
310,2015-W43,classic-box,ServusA_20_KAEAT,gift-card-flyer-campaigns,49
315,2015-W21,classic-box,Daily Deal Wien 3x2,daily-deals,49
315,2015-W25,classic-box,Daily Deal Wien 3x2,daily-deals,49
315,2015-W26,classic-box,Daily Deal Wien 3x2,daily-deals,49
316,2015-W27,classic-box,BabyExpo_50_Promoter,direct-sales,49
316,2015-W28,classic-box,BabyExpo_50_Promoter,direct-sales,49
316,2015-W29,classic-box,BabyExpo_50_Promoter,direct-sales,49
347,2015-W16,classic-box,Daily Deal Wien 2013,daily-deals,49
348,2015-W18,veggie-box,Daily Deal Wien 2013,daily-deals,39
348,2015-W21,veggie-box,Daily Deal Wien 2013,daily-deals,39
348,2015-W24,veggie-box,Daily Deal Wien 2013,daily-deals,39
348,2015-W28,veggie-box,Daily Deal Wien 2013,daily-deals,39
348,2015-W36,veggie-box,Daily Deal Wien 2013,daily-deals,39
348,2015-W41,veggie-box,Daily Deal Wien 2013,daily-deals,39
355,2015-W16,veggie-box,Full Price,full-price,39
355,2015-W20,veggie-box,Full Price,full-price,39
355,2015-W24,veggie-box,Full Price,full-price,39
355,2015-W28,veggie-box,Full Price,full-price,39
389,2015-W16,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W18,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W23,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W25,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W27,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W29,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W32,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W35,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W37,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W39,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W41,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W42,veggie-box,Leads Campaign CW45,newsletters-internal,39
389,2015-W43,veggie-box,Leads Campaign CW45,newsletters-internal,39
394,2015-W16,classic-box,Week 5_Automatic_CNL_Mailing,reactivation-campaign,49
394,2015-W17,classic-box,Week 5_Automatic_CNL_Mailing,reactivation-campaign,49
410,2015-W19,classic-box,Full Price,full-price,49
410,2015-W22,classic-box,Full Price,full-price,49
410,2015-W23,classic-box,Full Price,full-price,49
410,2015-W28,classic-box,Full Price,full-price,49
410,2015-W36,classic-box,Full Price,full-price,49
410,2015-W40,classic-box,Full Price,full-price,49
410,2015-W43,classic-box,Full Price,full-price,49
426,2015-W40,classic-box,autotouring_20_CAP_AT,gift-card-flyer-campaigns,49
426,2015-W41,classic-box,autotouring_20_CAP_AT,gift-card-flyer-campaigns,49
426,2015-W42,classic-box,autotouring_20_CAP_AT,gift-card-flyer-campaigns,49
426,2015-W43,classic-box,autotouring_20_CAP_AT,gift-card-flyer-campaigns,49
445,2015-W21,veggie-box,ZalandoAT_20_BF,gift-card-flyer-campaigns,39
445,2015-W23,veggie-box,ZalandoAT_20_BF,gift-card-flyer-campaigns,39
445,2015-W24,veggie-box,ZalandoAT_20_BF,gift-card-flyer-campaigns,39
445,2015-W26,veggie-box,ZalandoAT_20_BF,gift-card-flyer-campaigns,39
445,2015-W27,veggie-box,ZalandoAT_20_BF,gift-card-flyer-campaigns,39
445,2015-W28,veggie-box,ZalandoAT_20_BF,gift-card-flyer-campaigns,39
445,2015-W29,classic-box,ZalandoAT_20_BF,gift-card-flyer-campaigns,49
543,2015-W37,classic-box,One-Off Box_10,other,49
543,2015-W37,veggie-box,Full Price,full-price,39
543,2015-W38,classic-box,One-Off Box_10,other,49
543,2015-W38,veggie-box,Full Price,full-price,39
543,2015-W39,classic-box,One-Off Box_10,other,49
543,2015-W39,veggie-box,Full Price,full-price,39
543,2015-W40,classic-box,One-Off Box_10,other,49
543,2015-W40,veggie-box,Full Price,full-price,39
557,2015-W15,classic-box,Affiliate_20_rublys,affiliate-marketing,49
557,2015-W20,classic-box,Affiliate_20_rublys,affiliate-marketing,49
557,2015-W25,classic-box,Affiliate_20_rublys,affiliate-marketing,49
557,2015-W37,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W15,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W16,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W17,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W18,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W19,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W20,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W21,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W22,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W23,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W24,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W25,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W26,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W27,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W33,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W34,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W37,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W38,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W39,classic-box,Affiliate_20_rublys,affiliate-marketing,49
571,2015-W40,classic-box,Affiliate_20_rublys,affiliate-marketing,49
598,2015-W15,classic-box,Full Price,full-price,49
598,2015-W16,classic-box,Full Price,full-price,49
598,2015-W17,classic-box,Full Price,full-price,49
598,2015-W18,classic-box,Full Price,full-price,49
598,2015-W23,classic-box,Full Price,full-price,49
598,2015-W24,classic-box,Full Price,full-price,49
598,2015-W25,classic-box,Full Price,full-price,49
598,2015-W28,classic-box,Full Price,full-price,49
598,2015-W30,classic-box,Full Price,full-price,49
598,2015-W32,classic-box,Full Price,full-price,49
609,2015-W19,classic-box,XYZShare,refer-a-friend,49
609,2015-W20,classic-box,XYZShare,refer-a-friend,49
609,2015-W21,classic-box,XYZShare,refer-a-friend,49
609,2015-W22,classic-box,XYZShare,refer-a-friend,49
609,2015-W23,classic-box,XYZShare,refer-a-friend,49
609,2015-W24,classic-box,XYZShare,refer-a-friend,49
609,2015-W32,classic-box,XYZShare,refer-a-friend,49
609,2015-W33,classic-box,XYZShare,refer-a-friend,49
609,2015-W42,classic-box,XYZShare,refer-a-friend,49
609,2015-W43,classic-box,XYZShare,refer-a-friend,49
632,2015-W17,classic-box,Affiliate_20_rublys,affiliate-marketing,49
632,2015-W30,classic-box,Affiliate_20_rublys,affiliate-marketing,49
632,2015-W31,classic-box,Affiliate_20_rublys,affiliate-marketing,49
639,2015-W16,classic-box,Full Price,full-price,49
639,2015-W17,classic-box,Full Price,full-price,49
639,2015-W18,classic-box,Full Price,full-price,49
639,2015-W19,classic-box,Full Price,full-price,49
639,2015-W20,classic-box,Full Price,full-price,49
639,2015-W21,classic-box,Full Price,full-price,49
639,2015-W22,classic-box,Full Price,full-price,49
639,2015-W23,classic-box,Full Price,full-price,49
639,2015-W25,classic-box,Full Price,full-price,49
639,2015-W26,classic-box,Full Price,full-price,49
639,2015-W27,classic-box,Full Price,full-price,49
639,2015-W28,classic-box,Full Price,full-price,49
639,2015-W29,classic-box,Full Price,full-price,49
639,2015-W30,classic-box,Full Price,full-price,49
639,2015-W31,classic-box,Full Price,full-price,49
639,2015-W37,classic-box,Full Price,full-price,49
639,2015-W38,classic-box,Full Price,full-price,49
650,2015-W15,classic-box,Full Price,full-price,49
650,2015-W16,classic-box,Full Price,full-price,49
650,2015-W17,classic-box,Full Price,full-price,49
650,2015-W18,classic-box,Full Price,full-price,49
650,2015-W19,classic-box,Full Price,full-price,49
650,2015-W20,classic-box,Full Price,full-price,49
650,2015-W23,classic-box,Full Price,full-price,49
650,2015-W24,classic-box,Full Price,full-price,49
650,2015-W25,classic-box,Full Price,full-price,49
650,2015-W26,classic-box,Full Price,full-price,49
650,2015-W28,classic-box,Full Price,full-price,49
650,2015-W38,classic-box,Full Price,full-price,49
667,2015-W16,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
667,2015-W25,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
703,2015-W19,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
703,2015-W23,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
703,2015-W27,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
703,2015-W33,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
703,2015-W38,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
703,2015-W42,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
722,2015-W26,classic-box,Full Price,full-price,49
722,2015-W28,classic-box,Full Price,full-price,49
722,2015-W39,classic-box,Full Price,full-price,49
722,2015-W40,classic-box,Full Price,full-price,49
722,2015-W41,classic-box,Full Price,full-price,49
729,2015-W32,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
729,2015-W33,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
729,2015-W34,classic-box,Affiliate_20_rublys2,affiliate-marketing,49
730,2015-W21,classic-box,RaF Freebies,refer-a-friend,49
730,2015-W22,classic-box,RaF Freebies,refer-a-friend,49
730,2015-W29,classic-box,RaF Freebies,refer-a-friend,49
799,2015-W15,classic-box,Full Price,full-price,49
799,2015-W16,classic-box,Full Price,full-price,49
799,2015-W17,classic-box,Full Price,full-price,49
799,2015-W18,classic-box,Full Price,full-price,49
799,2015-W19,classic-box,Full Price,full-price,49
799,2015-W20,classic-box,Full Price,full-price,49
799,2015-W21,classic-box,Full Price,full-price,49
799,2015-W22,classic-box,Full Price,full-price,49
799,2015-W23,classic-box,Full Price,full-price,49
799,2015-W24,classic-box,Full Price,full-price,49
799,2015-W25,classic-box,Full Price,full-price,49
799,2015-W27,classic-box,Full Price,full-price,49
799,2015-W28,classic-box,Full Price,full-price,49
799,2015-W29,classic-box,Full Price,full-price,49
799,2015-W30,classic-box,Full Price,full-price,49
799,2015-W31,classic-box,Full Price,full-price,49
799,2015-W36,classic-box,Full Price,full-price,49
799,2015-W37,classic-box,Full Price,full-price,49
799,2015-W38,classic-box,Full Price,full-price,49
799,2015-W39,classic-box,Full Price,full-price,49
799,2015-W40,classic-box,Full Price,full-price,49
799,2015-W41,classic-box,Full Price,full-price,49
799,2015-W42,classic-box,Full Price,full-price,49
799,2015-W43,classic-box,Full Price,full-price,49
801,2015-W15,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W17,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W19,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W21,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W22,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W23,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W24,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W25,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W26,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W27,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W28,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W29,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W30,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W31,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W32,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W33,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W34,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W35,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W38,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W39,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W40,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W41,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W42,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
801,2015-W43,classic-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,49
806,2015-W15,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W16,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W17,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W18,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W19,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W20,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W21,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W22,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W23,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W24,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W25,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W26,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W27,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W28,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W29,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W30,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W31,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W32,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W33,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W34,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W35,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W36,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W40,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
806,2015-W41,veggie-box,StreetsamplingWien_20_BF,gift-card-flyer-campaigns,39
829,2015-W17,classic-box,XYZShare,refer-a-friend,49
829,2015-W19,classic-box,XYZShare,refer-a-friend,49
838,2015-W15,classic-box,Full Price,full-price,49
838,2015-W16,classic-box,Full Price,full-price,49
838,2015-W17,classic-box,Full Price,full-price,49
838,2015-W18,classic-box,Full Price,full-price,49
838,2015-W19,classic-box,Full Price,full-price,49
838,2015-W21,classic-box,Full Price,full-price,49
838,2015-W22,classic-box,Full Price,full-price,49
838,2015-W23,classic-box,Full Price,full-price,49
838,2015-W24,classic-box,Full Price,full-price,49
838,2015-W25,classic-box,Full Price,full-price,49
838,2015-W28,classic-box,Full Price,full-price,49
838,2015-W34,classic-box,Full Price,full-price,49
838,2015-W35,classic-box,Full Price,full-price,49
838,2015-W36,classic-box,Full Price,full-price,49
838,2015-W37,classic-box,Full Price,full-price,49
838,2015-W38,classic-box,Full Price,full-price,49
838,2015-W41,classic-box,Full Price,full-price,49
846,2015-W16,classic-box,Full Price,full-price,49
846,2015-W17,classic-box,Full Price,full-price,49
846,2015-W18,classic-box,Full Price,full-price,49
846,2015-W19,classic-box,Full Price,full-price,49
846,2015-W22,veggie-box,Full Price,full-price,39
846,2015-W23,classic-box,Full Price,full-price,49
846,2015-W24,classic-box,Full Price,full-price,49
846,2015-W26,classic-box,Full Price,full-price,49
846,2015-W27,classic-box,Full Price,full-price,49
846,2015-W28,classic-box,Full Price,full-price,49
846,2015-W29,classic-box,Full Price,full-price,49
846,2015-W30,classic-box,Full Price,full-price,49
846,2015-W31,classic-box,Full Price,full-price,49
846,2015-W33,classic-box,Full Price,full-price,49
846,2015-W34,classic-box,Full Price,full-price,49
846,2015-W38,classic-box,Full Price,full-price,49
846,2015-W39,classic-box,Full Price,full-price,49
846,2015-W40,veggie-box,Full Price,full-price,39
846,2015-W41,classic-box,Full Price,full-price,49
846,2015-W42,classic-box,Full Price,full-price,49
846,2015-W43,classic-box,Full Price,full-price,49
859,2015-W17,classic-box,XYZShare,refer-a-friend,49
859,2015-W29,classic-box,XYZShare,refer-a-friend,49
859,2015-W42,classic-box,XYZShare,refer-a-friend,49
866,2015-W15,classic-box,XYZShare,refer-a-friend,49
866,2015-W17,classic-box,XYZShare,refer-a-friend,49
866,2015-W18,classic-box,XYZShare,refer-a-friend,49
866,2015-W21,classic-box,XYZShare,refer-a-friend,49
866,2015-W22,classic-box,XYZShare,refer-a-friend,49
866,2015-W39,classic-box,XYZShare,refer-a-friend,49
866,2015-W40,classic-box,XYZShare,refer-a-friend,49
866,2015-W41,classic-box,XYZShare,refer-a-friend,49
866,2015-W42,classic-box,XYZShare,refer-a-friend,49
866,2015-W43,classic-box,XYZShare,refer-a-friend,49
873,2015-W22,classic-box,DailyDealAT_42_Mai,daily-deals,49
873,2015-W23,classic-box,DailyDealAT_42_Mai,daily-deals,49
873,2015-W26,classic-box,DailyDealAT_42_Mai,daily-deals,49
873,2015-W27,classic-box,DailyDealAT_42_Mai,daily-deals,49
876,2015-W15,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W16,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W17,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W18,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W19,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W20,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W21,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W22,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W23,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W24,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W25,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W26,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W27,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W28,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W29,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
876,2015-W32,veggie-box,Rowero_20_Wien22,gift-card-flyer-campaigns,39
881,2015-W15,classic-box,Full Price,full-price,49
881,2015-W16,classic-box,Full Price,full-price,49
881,2015-W18,classic-box,Full Price,full-price,49
881,2015-W19,classic-box,Full Price,full-price,49
881,2015-W20,classic-box,Full Price,full-price,49
881,2015-W21,classic-box,Full Price,full-price,49
881,2015-W22,classic-box,Full Price,full-price,49
881,2015-W23,classic-box,Full Price,full-price,49
881,2015-W24,classic-box,Full Price,full-price,49
881,2015-W25,classic-box,Full Price,full-price,49
881,2015-W26,classic-box,Full Price,full-price,49
881,2015-W27,classic-box,Full Price,full-price,49
881,2015-W28,classic-box,Full Price,full-price,49
881,2015-W29,classic-box,Full Price,full-price,49
881,2015-W30,classic-box,Full Price,full-price,49
881,2015-W31,classic-box,Full Price,full-price,49
881,2015-W32,classic-box,Full Price,full-price,49
881,2015-W33,classic-box,Full Price,full-price,49
881,2015-W34,classic-box,Full Price,full-price,49
881,2015-W35,classic-box,Full Price,full-price,49
881,2015-W36,classic-box,Full Price,full-price,49
881,2015-W37,classic-box,Full Price,full-price,49
881,2015-W41,classic-box,Full Price,full-price,49
881,2015-W42,classic-box,Full Price,full-price,49
881,2015-W43,classic-box,Full Price,full-price,49
882,2015-W18,classic-box,Rowero_20_Wien22,gift-card-flyer-campaigns,49
882,2015-W27,classic-box,Rowero_20_Wien22,gift-card-flyer-campaigns,49
882,2015-W36,classic-box,Rowero_20_Wien22,gift-card-flyer-campaigns,49
882,2015-W37,classic-box,Rowero_20_Wien22,gift-card-flyer-campaigns,49
944,2015-W20,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W22,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W23,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W24,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W25,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W26,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W27,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W28,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W29,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W30,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W31,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W32,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W39,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W40,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W41,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W42,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
944,2015-W43,classic-box,Customer Care_20,gift-card-flyer-campaigns,49
945,2015-W23,classic-box,AT_SEM_NonBrand_15,search-engine-marketing-nonbrand,49
945,2015-W25,classic-box,AT_SEM_NonBrand_15,search-engine-marketing-nonbrand,49
945,2015-W26,classic-box,AT_SEM_NonBrand_15,search-engine-marketing-nonbrand,49
